id,school_id,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,institutional_response,response_date,legal_status,verification_status,confidence,tags,created_at,updated_at,record_hash
evt_2026_0531,hamline_university,2023-01-01,year,"SAINT PAUL, MN",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Hamline University: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel23,2026-06-03,2026-06-03,sha256:df286cd37473128950beb3962d764b33fe90aeec388823ce069ff86422e1be89
evt_2026_0532,william_jewell_college,2024-01-01,year,"LIBERTY, MO",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for William Jewell College: Simple assault characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rac24,2026-06-03,2026-06-03,sha256:011307ee7d61f6d9732de12ce6a9a443297f9370350125115f3e94ff55718931
evt_2026_0533,wake_forest_university,2024-01-01,year,"Winston-Salem, NC",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Wake Forest University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel24,2026-06-03,2026-06-03,sha256:c90211017fc734beb41bd1108cb1992219585ef3943215d4e06094ab5f858419
evt_2026_0534,rider_university,2024-01-01,year,"LAWRENCEVILLE, NJ",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Rider University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:a90f8525be01ae8793ea2dc08496541b3569692169bb000a5c6cf80b809f1e2f
evt_2026_0535,ulster_county_community_college,2024-01-01,year,"STONE RIDGE, NY",Religion,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for Ulster County Community College: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:fc894c4906f14f0b87a660792766f91cb63053a98a4ca7b42d793cfb2522be18
evt_2026_0536,muskingum_university,2024-01-01,year,"New Concord, OH",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Muskingum University: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:ed97e9c5259e73a3212a8935f4153e0d2f13059701c0c0ae12ac710ae8ac0add
evt_2026_0537,mt_hood_community_college,2023-01-01,year,"GRESHAM, OR",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Mt Hood Community College: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-gid23,2026-06-03,2026-06-03,sha256:77640cd3f37e70d88a52ca62c5c94a3526249c583fb70d5e8111293f6d262785
evt_2026_0538,pennsylvania_college_of_technology,2024-01-01,year,"WILLIAMSPORT, PA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Pennsylvania College of Technology: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:68fee72b4f0afbf2e5e1303e8711e57ad3037fd0b3b7a6727c64f0be9c2edd4e
evt_2026_0539,the_university_of_tennessee_knoxville,2022-01-01,year,"Knoxville, TN",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for The University of Tennessee-Knoxville: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:cb7981147c4fae7ba1a76bd85a1e30406a80ea3ccecf1147ec0909e4926fd4ee
evt_2026_0540,southern_methodist_university,2024-01-01,year,"DALLAS, TX",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Southern Methodist University: Simple assault characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rac24,2026-06-03,2026-06-03,sha256:77bc22016ed9ca80360b6373524207a2a27833d1d37f0b9cf2c2d028a2987e63
evt_2026_0541,virginia_western_community_college,2024-01-01,year,"Roanoke, VA",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Virginia Western Community College: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel24,2026-06-03,2026-06-03,sha256:7f3559a163e8c2fbdc69979a1870a41a32d5867f12991112baae52a8efe74deb
evt_2026_0542,spokane_falls_community_college,2024-01-01,year,"PULLMAN, WA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Spokane Falls Community College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:7305c2f9f95cc49066480cdcf43672c9f4d3791d5f1f5451e20019ebabe37f93
evt_2026_0543,marquette_university,2023-01-01,year,"Milwaukee, WI",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Marquette University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel23,2026-06-03,2026-06-03,sha256:e9edd568110e0e94a0af34bca51cfe254ee28b1aa153b4055ceae05325b863e3
evt_2026_0544,california_baptist_university,2024-01-01,year,"RIVERSIDE, CA",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for California Baptist University: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:e9d28cf088e754207418e37928e9f65cffdd4faef2fb3403c7b6cada71c91bee
evt_2026_0545,columbus_state_university,2022-01-01,year,"Columbus, GA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Columbus State University: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex22,2026-06-03,2026-06-03,sha256:89767a9c932b5c6dc4fd18dfaa1719829d2b815dbf122044ca6d29a19ee2244d
evt_2026_0546,lewis_university,2024-01-01,year,"ROMEOVILLE, IL",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Lewis University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel24,2026-06-03,2026-06-03,sha256:d049a0b5fd6bbf2e67db98a33405cdfb0b4946f10ca7afb1c64d06c99469d71d
